,description,header,products,subtitles,time,title,titleUrl,activity_datetime,hour
16871,Elastica,Google Play Music,['Google Play Music'],,2018-01-06T18:23:55.434Z,Listened to Connection,,2018-01-06 18:23:55.434000+00:00,18
16872,Manic Street Preachers,Google Play Music,['Google Play Music'],,2018-01-06T18:23:30.565Z,Listened to If You Tolerate This Your Children Will Be Next,,2018-01-06 18:23:30.565000+00:00,18
16873,Suede,Google Play Music,['Google Play Music'],,2018-01-06T18:18:39.187Z,Listened to Beautiful Ones (Remastered),,2018-01-06 18:18:39.187000+00:00,18
16874,Reef,Google Play Music,['Google Play Music'],,2018-01-06T18:14:48.681Z,Listened to Come Back Brighter,,2018-01-06 18:14:48.681000+00:00,18
16875,Catatonia,Google Play Music,['Google Play Music'],,2018-01-06T18:13:03.552Z,Listened to Mulder And Scully,,2018-01-06 18:13:03.552000+00:00,18
16876,Oasis,Google Play Music,['Google Play Music'],,2018-01-06T18:08:52.358Z,Listened to Whatever (Remastered),,2018-01-06 18:08:52.358000+00:00,18
16877,Travis,Google Play Music,['Google Play Music'],,2018-01-06T18:04:01.803Z,Listened to Sing,,2018-01-06 18:04:01.803000+00:00,18
16878,Black Grape,Google Play Music,['Google Play Music'],,2018-01-06T18:00:32.006Z,Listened to Reverend Black Grape,,2018-01-06 18:00:32.006000+00:00,18
16879,Pulp,Google Play Music,['Google Play Music'],,2018-01-06T18:00:25.629Z,Listened to Babies,,2018-01-06 18:00:25.629000+00:00,18
16880,Shed Seven,Google Play Music,['Google Play Music'],,2018-01-06T18:00:04.443Z,Listened to Going For Gold,,2018-01-06 18:00:04.443000+00:00,18
16881,The Cardigans,Google Play Music,['Google Play Music'],,2018-01-06T17:59:08.549Z,Listened to Lovefool (Radio Edit),,2018-01-06 17:59:08.549000+00:00,17
16882,Dodgy,Google Play Music,['Google Play Music'],,2018-01-06T17:55:54.230Z,Listened to Good Enough,,2018-01-06 17:55:54.230000+00:00,17
16883,The Stone Roses,Google Play Music,['Google Play Music'],,2018-01-06T17:51:52.434Z,Listened to Fools Gold (Remastered Edit),,2018-01-06 17:51:52.434000+00:00,17
16884,Ocean Colour Scene,Google Play Music,['Google Play Music'],,2018-01-06T17:47:35.779Z,Listened to The Day We Caught The Train,,2018-01-06 17:47:35.779000+00:00,17
16885,Space,Google Play Music,['Google Play Music'],,2018-01-06T17:44:29.155Z,Listened to Female of the Species (Radio Edit),,2018-01-06 17:44:29.155000+00:00,17
16886,Stereophonics,Google Play Music,['Google Play Music'],,2018-01-06T17:41:09.335Z,Listened to Local Boy In The Photograph,,2018-01-06 17:41:09.335000+00:00,17
16887,James,Google Play Music,['Google Play Music'],,2018-01-06T17:41:06.382Z,Listened to She's A Star,,2018-01-06 17:41:06.382000+00:00,17
16888,Blur,Google Play Music,['Google Play Music'],,2018-01-06T17:41:00.168Z,Listened to Girls and Boys (2012 Remastered Version),,2018-01-06 17:41:00.168000+00:00,17
16889,Radiohead,Google Play Music,['Google Play Music'],,2018-01-06T17:36:41.760Z,Listened to High And Dry,,2018-01-06 17:36:41.760000+00:00,17
16890,Ed Sheeran,Google Play Music,['Google Play Music'],,2018-01-06T17:36:38.771Z,Listened to The City (Live At The Bedford),,2018-01-06 17:36:38.771000+00:00,17
16891,Ed Sheeran,Google Play Music,['Google Play Music'],,2018-01-06T11:53:51.832Z,Listened to Homeless (Live At The Bedford),,2018-01-06 11:53:51.832000+00:00,11
16892,Ed Sheeran,Google Play Music,['Google Play Music'],,2018-01-06T11:50:06.263Z,Listened to The A Team (Live At The Bedford),,2018-01-06 11:50:06.263000+00:00,11
16893,Ed Sheeran,Google Play Music,['Google Play Music'],,2018-01-06T11:44:35.019Z,Listened to Tenerife Sea,,2018-01-06 11:44:35.019000+00:00,11
16894,Imagine Dragons,Google Play Music,['Google Play Music'],,2018-01-06T11:43:44.767Z,Listened to Demons,,2018-01-06 11:43:44.767000+00:00,11
16895,George Ezra,Google Play Music,['Google Play Music'],,2018-01-06T11:27:27.871Z,Listened to Breakaway,,2018-01-06 11:27:27.871000+00:00,11
16896,Snow Patrol,Google Play Music,['Google Play Music'],,2018-01-06T11:22:43.658Z,Listened to On/Off,,2018-01-06 11:22:43.658000+00:00,11
16897,The Fray,Google Play Music,['Google Play Music'],,2018-01-06T10:53:26.490Z,Listened to Syndicate,,2018-01-06 10:53:26.490000+00:00,10
16898,Keane,Google Play Music,['Google Play Music'],,2018-01-06T10:49:56.144Z,Listened to Is It Any Wonder?,,2018-01-06 10:49:56.144000+00:00,10
16899,Tom Chaplin,Google Play Music,['Google Play Music'],,2018-01-06T10:46:49.009Z,Listened to Solid Gold,,2018-01-06 10:46:49.009000+00:00,10
16900,Oasis,Google Play Music,['Google Play Music'],,2018-01-06T10:42:54.765Z,Listened to Don't Look Back In Anger (Remastered),,2018-01-06 10:42:54.765000+00:00,10
16901,Athlete,Google Play Music,['Google Play Music'],,2018-01-06T10:38:04.695Z,Listened to Superhuman Touch,,2018-01-06 10:38:04.695000+00:00,10
16902,Keane,Google Play Music,['Google Play Music'],,2018-01-06T10:34:07.533Z,Listened to Silenced By The Night,,2018-01-06 10:34:07.533000+00:00,10
16903,Coldplay,Google Play Music,['Google Play Music'],,2018-01-06T10:30:50.763Z,Listened to Proof,,2018-01-06 10:30:50.763000+00:00,10
16904,The Killers,Google Play Music,['Google Play Music'],,2018-01-06T10:26:39.413Z,Listened to Be Still,,2018-01-06 10:26:39.413000+00:00,10
16905,Snow Patrol,Google Play Music,['Google Play Music'],,2018-01-06T10:22:05.862Z,Listened to Open Your Eyes,,2018-01-06 10:22:05.862000+00:00,10
16906,James Blunt,Google Play Music,['Google Play Music'],,2018-01-06T10:16:26.906Z,Listened to I'll Take Everything,,2018-01-06 10:16:26.906000+00:00,10
16907,U2,Google Play Music,['Google Play Music'],,2018-01-06T10:13:21.335Z,Listened to Stuck In A Moment You Can't Get Out Of,,2018-01-06 10:13:21.335000+00:00,10
16908,Coldplay,Google Play Music,['Google Play Music'],,2018-01-06T10:08:48.436Z,Listened to Life In Technicolor ii,,2018-01-06 10:08:48.436000+00:00,10
16909,Thirteen Senses,Google Play Music,['Google Play Music'],,2018-01-06T10:04:40.701Z,Listened to The Loneliest Star,,2018-01-06 10:04:40.701000+00:00,10
16910,Tom Chaplin,Google Play Music,['Google Play Music'],,2018-01-06T10:00:52.285Z,Listened to Quicksand,,2018-01-06 10:00:52.285000+00:00,10
16911,Keane,Google Play Music,['Google Play Music'],,2018-01-06T09:56:33.295Z,Listened to Bend & Break,,2018-01-06 09:56:33.295000+00:00,9
16912,Moby,Google Play Music,['Google Play Music'],,2018-01-06T09:52:53.255Z,Listened to We Are All Made of Stars,,2018-01-06 09:52:53.255000+00:00,9
16913,Count Dee's Hit Explosion,Google Play Music,['Google Play Music'],,2018-01-06T09:52:30.750Z,Listened to U Can't Touch This,,2018-01-06 09:52:30.750000+00:00,9
16914,Count Dee's Hit Explosion,Google Play Music,['Google Play Music'],,2018-01-06T09:52:00.885Z,Listened to Mr. Vain,,2018-01-06 09:52:00.885000+00:00,9
16915,Noel Gallagher's High Flying Birds,Google Play Music,['Google Play Music'],,2018-01-05T16:26:53.392Z,Listened to Be Careful What You Wish For,,2018-01-05 16:26:53.392000+00:00,16
16916,Noel Gallagher's High Flying Birds,Google Play Music,['Google Play Music'],,2018-01-05T16:12:25.752Z,Listened to She Taught Me How To Fly,,2018-01-05 16:12:25.752000+00:00,16
16917,Noel Gallagher's High Flying Birds,Google Play Music,['Google Play Music'],,2018-01-05T16:07:23.190Z,Listened to It's A Beautiful World,,2018-01-05 16:07:23.190000+00:00,16
16918,Noel Gallagher's High Flying Birds,Google Play Music,['Google Play Music'],,2018-01-05T16:02:04.132Z,Listened to Holy Mountain,,2018-01-05 16:02:04.132000+00:00,16
16919,Noel Gallagher's High Flying Birds,Google Play Music,['Google Play Music'],,2018-01-05T16:01:57.711Z,Listened to Fort Knox,,2018-01-05 16:01:57.711000+00:00,16
16920,Pink Floyd,Google Play Music,['Google Play Music'],,2018-01-05T15:58:26.459Z,Listened to Any Colour You Like (2011 Remastered Version),,2018-01-05 15:58:26.459000+00:00,15
16921,Pink Floyd,Google Play Music,['Google Play Music'],,2018-01-05T15:56:15.720Z,Listened to Us And Them (2011 Remastered Version),,2018-01-05 15:56:15.720000+00:00,15
16922,Pink Floyd,Google Play Music,['Google Play Music'],,2018-01-05T15:48:26.188Z,Listened to Money (2011 Remastered Version),,2018-01-05 15:48:26.188000+00:00,15
16923,Pink Floyd,Google Play Music,['Google Play Music'],,2018-01-05T15:42:03.202Z,Listened to The Great Gig In The Sky (2011 Remastered Version),,2018-01-05 15:42:03.202000+00:00,15
16924,Pink Floyd,Google Play Music,['Google Play Music'],,2018-01-05T13:51:01.791Z,Listened to Time (2011 Remastered Version),,2018-01-05 13:51:01.791000+00:00,13
16925,Pink Floyd,Google Play Music,['Google Play Music'],,2018-01-05T08:22:23.171Z,Listened to On The Run (2011 Remastered Version),,2018-01-05 08:22:23.171000+00:00,8
16926,Pink Floyd,Google Play Music,['Google Play Music'],,2018-01-05T08:18:37.473Z,Listened to Breathe (In The Air) [2011 Remastered Version],,2018-01-05 08:18:37.473000+00:00,8
16927,Pink Floyd,Google Play Music,['Google Play Music'],,2018-01-05T08:16:02.780Z,Listened to Speak to Me,,2018-01-05 08:16:02.780000+00:00,8
16928,Cal Tjader,Google Play Music,['Google Play Music'],,2018-01-04T18:26:33.455Z,Listened to A Light Groove,,2018-01-04 18:26:33.455000+00:00,18
16929,Bill Evans,Google Play Music,['Google Play Music'],,2018-01-04T18:21:20.826Z,"Listened to Tenderly (feat. Sam Jones, Philly Joe Jones)",,2018-01-04 18:21:20.826000+00:00,18
16930,John Coltrane,Google Play Music,['Google Play Music'],,2018-01-04T18:17:47.055Z,Listened to I Wish I Knew,,2018-01-04 18:17:47.055000+00:00,18
16931,Red Garland,Google Play Music,['Google Play Music'],,2018-01-04T18:12:52.293Z,Listened to I Got It Bad,,2018-01-04 18:12:52.293000+00:00,18
16932,Miles Davis,Google Play Music,['Google Play Music'],,2018-01-04T18:05:43.214Z,Listened to Donna,,2018-01-04 18:05:43.214000+00:00,18
16933,Ray Charles,Google Play Music,['Google Play Music'],,2018-01-04T18:02:27.070Z,Listened to The Genius After Hours,,2018-01-04 18:02:27.070000+00:00,18
16934,Grant Green,Google Play Music,['Google Play Music'],,2018-01-03T15:33:51.157Z,Listened to Moon River,,2018-01-03 15:33:51.157000+00:00,15
16935,Oscar Peterson,Google Play Music,['Google Play Music'],,2018-01-03T15:31:37.908Z,Listened to Detour Ahead,,2018-01-03 15:31:37.908000+00:00,15
16936,Zoot Sims,Google Play Music,['Google Play Music'],,2018-01-03T15:27:59.641Z,Listened to Taking A Chance On Love,,2018-01-03 15:27:59.641000+00:00,15
16937,,Play Music,['Google Play Music'],,2018-01-03T09:12:02.886Z,Searched for Ricky gervias,https://play.google.com/music/search/Ricky+gervais,2018-01-03 09:12:02.886000+00:00,9
16938,Academy of St Martin-in-the-Fields,Google Play Music,['Google Play Music'],,2018-01-03T08:43:00.820Z,"Listened to Peer Gynt, Op. 23, Act IV: Morning",,2018-01-03 08:43:00.820000+00:00,8
16939,Gustav Kuhn,Google Play Music,['Google Play Music'],,2018-01-03T08:38:42.827Z,"Listened to Requiem, K. 626: Recordare",,2018-01-03 08:38:42.827000+00:00,8
16940,Renée Fleming,Google Play Music,['Google Play Music'],,2018-01-03T08:33:33.405Z,"Listened to Puccini: Gianni Schicchi - ""O mio babbino caro""",,2018-01-03 08:33:33.405000+00:00,8
16941,Nancy Argenta,Google Play Music,['Google Play Music'],,2018-01-03T08:30:39.518Z,"Listened to Requiem, Op. 48: VII. In Paradisum (feat. Stephen Farr, Winchester Cathedral Choir, Bournemouth Symphony Orchestra & David Hill)",,2018-01-03 08:30:39.518000+00:00,8
16942,Vladimir Ashkenazy,Google Play Music,['Google Play Music'],,2018-01-03T08:27:07.320Z,"Listened to Blake: Walking In The Air (Excerpt ""Lifecycle""), Op.310",,2018-01-03 08:27:07.320000+00:00,8
16943,South German Philharmonic Orchestra,Google Play Music,['Google Play Music'],,2018-01-03T08:24:01.272Z,Listened to Carnival of the Animals: XIII. The Swan,,2018-01-03 08:24:01.272000+00:00,8
16944,Lee Morgan,Google Play Music,['Google Play Music'],,2018-01-03T08:21:17.475Z,Listened to Melancholee (Rudy Van Gelder Edition),,2018-01-03 08:21:17.475000+00:00,8
16945,Thelonious Monk,Google Play Music,['Google Play Music'],,2018-01-02T13:27:31.033Z,Listened to Mood Indigo,,2018-01-02 13:27:31.033000+00:00,13
16946,Horace Silver,Google Play Music,['Google Play Music'],,2018-01-02T13:24:14.348Z,Listened to Sanctimonious Sam (Rudy Van Gelder Edition) (1999 Digital Remaster),,2018-01-02 13:24:14.348000+00:00,13
16947,Lester Young,Google Play Music,['Google Play Music'],,2018-01-02T13:20:19.218Z,Listened to Stardust (with Oscar Peterson Trio),,2018-01-02 13:20:19.218000+00:00,13
16948,Bill Evans,Google Play Music,['Google Play Music'],,2018-01-02T13:16:46.365Z,Listened to You Must Believe In Spring,,2018-01-02 13:16:46.365000+00:00,13
16949,Gene Ammons,Google Play Music,['Google Play Music'],,2018-01-02T13:11:02.330Z,Listened to Blue Ammons,,2018-01-02 13:11:02.330000+00:00,13
16950,Ray Charles,Google Play Music,['Google Play Music'],,2018-01-02T13:06:03.597Z,Listened to The Genius After Hours,,2018-01-02 13:06:03.597000+00:00,13
16951,McCoy Tyner Trio,Google Play Music,['Google Play Music'],,2018-01-02T13:00:37.395Z,Listened to There Is no Greater Love,,2018-01-02 13:00:37.395000+00:00,13
16952,"Gerry Mulligan, Ben Webster",Google Play Music,['Google Play Music'],,2018-01-02T12:54:16.330Z,Listened to In a Mellotone,,2018-01-02 12:54:16.330000+00:00,12
16953,John Coltrane,Google Play Music,['Google Play Music'],,2018-01-02T12:47:29.558Z,Listened to It's Easy to Remember,,2018-01-02 12:47:29.558000+00:00,12
16954,Miles Davis,Google Play Music,['Google Play Music'],,2018-01-02T12:44:40.377Z,Listened to Donna,,2018-01-02 12:44:40.377000+00:00,12
16955,Red Garland,Google Play Music,['Google Play Music'],,2018-01-02T12:41:26.129Z,Listened to The Very Thought Of You (feat. Paul Chambers & Art Taylor),,2018-01-02 12:41:26.129000+00:00,12
16956,Stan Getz,Google Play Music,['Google Play Music'],,2018-01-02T12:37:16.109Z,Listened to Melinda,,2018-01-02 12:37:16.109000+00:00,12
16957,Eddie Harris,Google Play Music,['Google Play Music'],,2018-01-02T12:32:15.869Z,Listened to A.M. Blues (Remastered 2015),,2018-01-02 12:32:15.869000+00:00,12
16958,Les McCann & Joe Pass,Google Play Music,['Google Play Music'],,2018-01-02T12:29:32.643Z,Listened to This for Doug,,2018-01-02 12:29:32.643000+00:00,12
16959,Bill Evans,Google Play Music,['Google Play Music'],,2018-01-02T12:23:32.976Z,"Listened to Tenderly (feat. Sam Jones, Philly Joe Jones)",,2018-01-02 12:23:32.976000+00:00,12
16960,Grant Green,Google Play Music,['Google Play Music'],,2018-01-02T12:19:59.517Z,Listened to Moon River,,2018-01-02 12:19:59.517000+00:00,12
16961,Ben Webster,Google Play Music,['Google Play Music'],,2018-01-02T12:14:21.596Z,Listened to Stardust,,2018-01-02 12:14:21.596000+00:00,12
16962,Wayne Shorter,Google Play Music,['Google Play Music'],,2018-01-02T12:11:09.242Z,Listened to Deluge (Rudy Van Gelder 24Bit Mastering) (1999 Digital Remaster),,2018-01-02 12:11:09.242000+00:00,12
16963,Herbie Hancock,Google Play Music,['Google Play Music'],,2018-01-02T12:07:28.356Z,Listened to Maiden Voyage,,2018-01-02 12:07:28.356000+00:00,12
16964,Art Pepper,Google Play Music,['Google Play Music'],,2018-01-02T11:59:31.255Z,"Listened to Imagination (feat. Paul Chambers, Philly Joe Jones & Red Garland)",,2018-01-02 11:59:31.255000+00:00,11
16965,Lester Young,Google Play Music,['Google Play Music'],,2018-01-02T11:53:39.734Z,Listened to I Cant Get Started With You,,2018-01-02 11:53:39.734000+00:00,11
16966,Lee Morgan,Google Play Music,['Google Play Music'],,2018-01-02T11:49:59.820Z,Listened to Melancholee (Rudy Van Gelder Edition),,2018-01-02 11:49:59.820000+00:00,11
16967,The Wes Montgomery Trio,Google Play Music,['Google Play Music'],,2018-01-02T11:43:44.957Z,Listened to Whisper Not,,2018-01-02 11:43:44.957000+00:00,11
16968,Paul Desmond,Google Play Music,['Google Play Music'],,2018-01-02T11:39:08.417Z,Listened to Alone Together,,2018-01-02 11:39:08.417000+00:00,11
16969,Kenny Drew,Google Play Music,['Google Play Music'],,2018-01-02T11:32:14.874Z,Listened to Ballade (2007 Digital Remaster),,2018-01-02 11:32:14.874000+00:00,11
16970,Grant Green,Google Play Music,['Google Play Music'],,2018-01-02T11:26:42.633Z,Listened to Nancy (With The Laughing Face),,2018-01-02 11:26:42.633000+00:00,11
16971,Stan Getz,Google Play Music,['Google Play Music'],,2018-01-02T11:20:19.443Z,Listened to Here's That Rainy Day,,2018-01-02 11:20:19.443000+00:00,11
16972,Thelonious Monk Septet,Google Play Music,['Google Play Music'],,2018-01-02T11:15:11.916Z,"Listened to Ruby, My Dear (feat. Coleman Hawkins)",,2018-01-02 11:15:11.916000+00:00,11
16973,Dave Brubeck,Google Play Music,['Google Play Music'],,2018-01-02T11:09:47.852Z,Listened to Strange Meadow Lark,,2018-01-02 11:09:47.852000+00:00,11
16974,Chet Baker,Google Play Music,['Google Play Music'],,2018-01-02T11:02:22.040Z,Listened to Little Man You've Had A Busy Day (2004 - Remaster),,2018-01-02 11:02:22.040000+00:00,11
16975,Erroll Garner,Google Play Music,['Google Play Music'],,2018-01-02T10:57:36.323Z,Listened to I've Got the World On a String,,2018-01-02 10:57:36.323000+00:00,10
16976,Miles Davis,Google Play Music,['Google Play Music'],,2018-01-02T10:53:34.624Z,Listened to My Funny Valentine,,2018-01-02 10:53:34.624000+00:00,10
16977,Red Garland,Google Play Music,['Google Play Music'],,2018-01-02T10:47:32.956Z,Listened to I Got It Bad,,2018-01-02 10:47:32.956000+00:00,10
16978,Oscar Peterson,Google Play Music,['Google Play Music'],,2018-01-02T10:40:24.195Z,Listened to Detour Ahead,,2018-01-02 10:40:24.195000+00:00,10
16979,Jimmy Giuffre,Google Play Music,['Google Play Music'],,2018-01-02T10:36:46.052Z,Listened to Down Home,,2018-01-02 10:36:46.052000+00:00,10
16980,Sonny Rollins Quartet,Google Play Music,['Google Play Music'],,2018-01-02T10:31:05.499Z,Listened to You Don't Know What Love Is,,2018-01-02 10:31:05.499000+00:00,10
16981,Zoot Sims,Google Play Music,['Google Play Music'],,2018-01-02T10:24:35.710Z,Listened to Taking A Chance On Love,,2018-01-02 10:24:35.710000+00:00,10
16982,Cal Tjader,Google Play Music,['Google Play Music'],,2018-01-02T10:18:33.101Z,Listened to A Light Groove,,2018-01-02 10:18:33.101000+00:00,10
16983,John Coltrane,Google Play Music,['Google Play Music'],,2018-01-02T10:13:20.705Z,Listened to I Wish I Knew,,2018-01-02 10:13:20.705000+00:00,10
16984,The Modern Jazz Quartet,Google Play Music,['Google Play Music'],,2018-01-02T10:08:26.155Z,Listened to One Bass Hit,,2018-01-02 10:08:26.155000+00:00,10
16985,Stan Getz,Google Play Music,['Google Play Music'],,2018-01-02T10:05:24.233Z,Listened to But Beautiful,,2018-01-02 10:05:24.233000+00:00,10
16986,Bill Evans,Google Play Music,['Google Play Music'],,2018-01-02T10:00:43.294Z,Listened to My Romance (Take 1),,2018-01-02 10:00:43.294000+00:00,10
16987,Donald Byrd,Google Play Music,['Google Play Music'],,2018-01-02T09:53:30.821Z,Listened to Lament,,2018-01-02 09:53:30.821000+00:00,9
16988,Thelonious Monk,Google Play Music,['Google Play Music'],,2018-01-02T09:45:01.923Z,Listened to 'Round Midnight,,2018-01-02 09:45:01.923000+00:00,9
16989,McCoy Tyner,Google Play Music,['Google Play Music'],,2018-01-02T09:42:43.652Z,Listened to When Sunny Gets Blue,,2018-01-02 09:42:43.652000+00:00,9
16990,Red Garland,Google Play Music,['Google Play Music'],,2018-01-02T09:38:01.324Z,Listened to I Can't Give You Anything But Love (feat. Paul Chambers & Art Taylor),,2018-01-02 09:38:01.324000+00:00,9
16991,Kenny Burrell,Google Play Music,['Google Play Music'],,2018-01-02T09:32:59.488Z,Listened to Midnight Blue,,2018-01-02 09:32:59.488000+00:00,9
16992,Ben Webster,Google Play Music,['Google Play Music'],,2018-01-02T09:28:57.257Z,Listened to Tenderly,,2018-01-02 09:28:57.257000+00:00,9
16993,Miles Davis,Google Play Music,['Google Play Music'],,2018-01-02T09:25:52.812Z,Listened to How Deep Is the Ocean,,2018-01-02 09:25:52.812000+00:00,9
16994,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:19:26.513Z,Listened to Twinkle Twinkle Little Star,,2018-01-02 08:19:26.513000+00:00,8
16995,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:16:58.841Z,"Listened to Head, Shoulders, Knees and Toes",,2018-01-02 08:16:58.841000+00:00,8
16996,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:15:20.256Z,Listened to Eensy Weensy Spider,,2018-01-02 08:15:20.256000+00:00,8
16997,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:14:22.351Z,Listened to My Hat It Has Three Corners,,2018-01-02 08:14:22.351000+00:00,8
16998,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:13:56.773Z,Listened to Old Macdonald,,2018-01-02 08:13:56.773000+00:00,8
16999,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:11:26.936Z,Listened to Father Abraham,,2018-01-02 08:11:26.936000+00:00,8
17000,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:09:20.833Z,Listened to If You're Happy and You Know It,,2018-01-02 08:09:20.833000+00:00,8
17001,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:07:48.803Z,Listened to Brahms' Lullaby,,2018-01-02 08:07:48.803000+00:00,8
17002,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:07:37.899Z,Listened to Brother John,,2018-01-02 08:07:37.899000+00:00,8
17003,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:06:49.214Z,Listened to Baa Baa Black Sheep,,2018-01-02 08:06:49.214000+00:00,8
17004,"Kristin Hellberg, Bilingual By Music",Google Play Music,['Google Play Music'],,2018-01-02T08:05:32.380Z,Listened to Kookaburra,,2018-01-02 08:05:32.380000+00:00,8
17005,Erroll Garner,Google Play Music,['Google Play Music'],,2018-01-01T12:00:10.175Z,Listened to I've Got the World On a String,,2018-01-01 12:00:10.175000+00:00,12
17006,Kenny Drew,Google Play Music,['Google Play Music'],,2018-01-01T11:56:07.950Z,Listened to Ballade (2007 Digital Remaster),,2018-01-01 11:56:07.950000+00:00,11
17007,Horace Silver,Google Play Music,['Google Play Music'],,2018-01-01T11:56:02.597Z,Listened to Sanctimonious Sam (Rudy Van Gelder Edition) (1999 Digital Remaster),,2018-01-01 11:56:02.597000+00:00,11
17008,McCoy Tyner Trio,Google Play Music,['Google Play Music'],,2018-01-01T11:55:14.976Z,Listened to Sunset,,2018-01-01 11:55:14.976000+00:00,11
17009,Dave Brubeck,Google Play Music,['Google Play Music'],,2018-01-01T11:50:32.684Z,Listened to Strange Meadow Lark,,2018-01-01 11:50:32.684000+00:00,11
17010,Gene Ammons,Google Play Music,['Google Play Music'],,2018-01-01T11:48:43.350Z,Listened to Blue Ammons,,2018-01-01 11:48:43.350000+00:00,11
17011,Thelonious Monk,Google Play Music,['Google Play Music'],,2018-01-01T11:43:43.966Z,Listened to Mood Indigo,,2018-01-01 11:43:43.966000+00:00,11
17012,Edmund Battersby,Google Play Music,['Google Play Music'],,2018-01-01T11:43:36.796Z,"Listened to Songs without Words: Book II, OP.30: Venetian Gondola Song, F-sharp minor, Allegretto tranquillo",,2018-01-01 11:43:36.796000+00:00,11
17013,Antonín Dvořák,Google Play Music,['Google Play Music'],,2018-01-01T11:41:29.554Z,Listened to New World' Symphony (Excerpt),,2018-01-01 11:41:29.554000+00:00,11
17014,Vladimir Ashkenazy,Google Play Music,['Google Play Music'],,2018-01-01T09:09:33.978Z,"Listened to Blake: Walking In The Air (Excerpt ""Lifecycle""), Op.310",,2018-01-01 09:09:33.978000+00:00,9
17015,"Munchinger, Karl",Google Play Music,['Google Play Music'],,2018-01-01T09:06:18.703Z,Listened to II. Romance: Andante,,2018-01-01 09:06:18.703000+00:00,9
17016,"Academy of St. Martin in the Fields, Academy of St. Martin in the Fields Chorus and Sir Neville Marriner",Google Play Music,['Google Play Music'],,2018-01-01T09:00:08.147Z,"Listened to Pavane, Op. 50",,2018-01-01 09:00:08.147000+00:00,9
17017,Mstislav Rostropovich,Google Play Music,['Google Play Music'],,2018-01-01T08:54:15.012Z,"Listened to Schubert: Sonata For Arpeggione And Piano In A Minor, D. 821 - 2. Adagio",,2018-01-01 08:54:15.012000+00:00,8
17018,Philadelphia Orchestra/Riccardo Muti,Google Play Music,['Google Play Music'],,2018-01-01T08:51:13.123Z,Listened to Symphony No. 7 in A Op. 92: II. Allegretto,,2018-01-01 08:51:13.123000+00:00,8
17019,Garrick Ohlsson/Polish Radio National Symphony Orchestra/Jerzy Maksymiuk,Google Play Music,['Google Play Music'],,2018-01-01T08:42:10.701Z,Listened to Piano Concerto No. 2 in F minor Op. 21 (1988 Remastered Version): II. Larghetto,,2018-01-01 08:42:10.701000+00:00,8
17020,Rui Da Silva,Google Play Music,['Google Play Music'],,2017-12-31T15:55:12.954Z,Listened to Touch Me (Radio Edit) (feat. Cassandra),,2017-12-31 15:55:12.954000+00:00,15
17021,Sash!,Google Play Music,['Google Play Music'],,2017-12-31T15:51:46.265Z,Listened to With My Own Eyes (Single Edit),,2017-12-31 15:51:46.265000+00:00,15
17022,SNAP!,Google Play Music,['Google Play Music'],,2017-12-31T15:51:43.686Z,Listened to Rhythm Is A Dancer (vs. CJ Stone),,2017-12-31 15:51:43.686000+00:00,15
17023,Lasgo,Google Play Music,['Google Play Music'],,2017-12-31T15:50:21.002Z,Listened to Something,,2017-12-31 15:50:21.002000+00:00,15
17024,PPK,Google Play Music,['Google Play Music'],,2017-12-31T15:46:41.086Z,Listened to ResuRection,,2017-12-31 15:46:41.086000+00:00,15
17025,DJ Quicksilver,Google Play Music,['Google Play Music'],,2017-12-31T15:41:37.645Z,"Listened to Bellissima (Original 12"" Cut)",,2017-12-31 15:41:37.645000+00:00,15
17026,Watergate,Google Play Music,['Google Play Music'],,2017-12-31T15:34:54.797Z,Listened to Infinity (Club Mix),,2017-12-31 15:34:54.797000+00:00,15
17027,Alice Deejay,Google Play Music,['Google Play Music'],,2017-12-31T15:33:24.776Z,Listened to Better Off Alone (Radio Edit),,2017-12-31 15:33:24.776000+00:00,15
17028,Angel City,Google Play Music,['Google Play Music'],,2017-12-31T15:29:48.762Z,Listened to Love Me Right (Oh Sheila) (feat. Lara McAllen),,2017-12-31 15:29:48.762000+00:00,15
17029,Lasgo,Google Play Music,['Google Play Music'],,2017-12-31T15:27:31.880Z,Listened to Pray,,2017-12-31 15:27:31.880000+00:00,15
17030,Paffendorf,Google Play Music,['Google Play Music'],,2017-12-31T15:27:24.350Z,Listened to Vogue (Short Edit),,2017-12-31 15:27:24.350000+00:00,15
